index,Artista,Musica,Letra,Letra limpa
afrobeats,REMA,Calm Down,"(Vibez)
Another banger
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown
For lockdown, oh, lockdown
Girl, you sweet like Fanta, oh, Fanta, oh
If I tell you say: I love you, you no dey form yanga, oh
Oh, yanga, oh (no tell me no, no, no, no, woah, woah, woah, woah)
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm
I see this fine girl, for my party she wear yellow
Every other girl, they dey do too much, but this girl mellow
Naim I dey find situation I go use take tell am hello
Finally I find way to talk to the girl, but she no wan follow
Who you come dey form for? (Hmm)
Why you no wan' conform? (Hmm)
Then I start to feel her brown-bum (hmm)
But she dey gimme smile, smile, woah
I know say she sabi pass that one, one (hmm)
But she feeling insecure, woah'Cause her friends go dey gum her like chewing gum, woah (hmm)
Go dey gum her like chewing gum, woah, ooh
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown
For lockdown, oh, lockdown
Girl, you sweet like Fanta, oh, Fanta, oh
If I tell you say: I love you, you no dey form yanga, oh
Oh, yanga, oh (no tell me no, no, no, no, woah, woah, woah, woah)
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm
As I reach my house, I say make a rest small, oh, woah (make a rest small, oh, woah)
As me I wake up na she dey my mind, oh, woah (na she dey my mind, oh, woah)
Day one, day two-wo, I no fit focus (I no fit focus)
Na so me I call am, say make we link up, woah (say make we link up, woah)
As I start to dey tell her how I feel, now my heart dey race
Baby girl, if you leave me, I, no, go love again
Because e get many girls wey put my heart for pain
Shebi, you feel my pain, yeah, yeah
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown
For lockdown, oh, lockdown
Girl, you sweet like Fanta, oh, Fanta, oh
If I tell you say: I love you, you no dey form yanga, oh
Oh, yanga, oh (no tell me no, no, no, no, woah, woah, woah, woah)
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm","(Vibez)
Another banger
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown
For lockdown, oh, lockdown
Girl, you sweet like Fanta, oh, Fanta, oh
If I tell you say: I love you, you no dey form yanga, oh
Oh, yanga, oh (no tell me no, no, no, no, woah, woah, woah, woah)
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm
I see this fine girl, for my party she wear yellow
Every other girl, they dey do too much, but this girl mellow
Naim I dey find situation I go use take tell am hello
Finally I find way to talk to the girl, but she no wan follow
Who you come dey form for? (Hmm)
Why you no wan' conform? (Hmm)
Then I start to feel her brown-bum (hmm)
But she dey gimme smile, smile, woah
I know say she sabi pass that one, one (hmm)
But she feeling insecure, woah'Cause her friends go dey gum her like chewing gum, woah (hmm)
Go dey gum her like chewing gum, woah, ooh
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown
For lockdown, oh, lockdown
Girl, you sweet like Fanta, oh, Fanta, oh
If I tell you say: I love you, you no dey form yanga, oh
Oh, yanga, oh (no tell me no, no, no, no, woah, woah, woah, woah)
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm
As I reach my house, I say make a rest small, oh, woah (make a rest small, oh, woah)
As me I wake up na she dey my mind, oh, woah (na she dey my mind, oh, woah)
Day one, day two-wo, I no fit focus (I no fit focus)
Na so me I call am, say make we link up, woah (say make we link up, woah)
As I start to dey tell her how I feel, now my heart dey race
Baby girl, if you leave me, I, no, go love again
Because e get many girls wey put my heart for pain
Shebi, you feel my pain, yeah, yeah
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown
For lockdown, oh, lockdown
Girl, you sweet like Fanta, oh, Fanta, oh
If I tell you say: I love you, you no dey form yanga, oh
Oh, yanga, oh (no tell me no, no, no, no, woah, woah, woah, woah)
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm"
afrobeats,Ayra Starr,Last Heartbreak Song (feat. GIVĒON),"Why you no dey get my time?
Is there someone else?
You dey do me corny, oh
Everyday, new story, oh
Shey I just dey waste my time?'Cause you don become someone else
Sip palava for me, oh
You no dey touch my body, oh
It feels good to love somebody and somebody loves you back
But it feels one-sided now (one-sided now)
It feels one-sided now
You don't have to pretend about it 'cause it's crystal clear now, now (now, now)
Guess it's byе to the good times
I'll be gonе by the sunrise
I'll be better on my own
I'll be better on my own, na, na
Nobody should call my phone
Nobody should call my phone, na, na
This is my last heartbreak song
This is my last heartbreak song, na, na
I'll be good all on my own
I'll be good all on my own, na, na
Why are you so quick to leave (to leave)
When we both could make it work? (Work)
When I'm gone, I make you nervous (make you nervous)
If you hurt me, I deserve it (deserve it)
I've been actin' foolishly
Forgettin' what you're worth (forgettin', forgettin')
You stopped lovin' me, I noticed (I know, I know)
But even chaos serves a purpose
It feels good to love somebody and somebody loves you back (back)
So don't give in to your changed mind (your changed)'Cause I'll be here for a lifetime (lifetime, lifetime)
You don't have to pretend about it 'cause it's crystal clear now, now
Guess it's bye to the good times (times)
And I'll be gone by the sunrise
I'll be better on my own
I'll be better on my own, na, na
Nobody should call my phone (call my phone)
Nobody should call my phone, na, na
This is my last heartbreak song
This is my last heartbreak song, na, na
I'll be good all on my own
I'll be good all on my own, na, na","Why you no dey get my time?
Is there someone else?
You dey do me corny, oh
Everyday, new story, oh
Shey I just dey waste my time?'Cause you don become someone else
Sip palava for me, oh
You no dey touch my body, oh
It feels good to love somebody and somebody loves you back
But it feels one-sided now (one-sided now)
It feels one-sided now
You don't have to pretend about it 'cause it's crystal clear now, now (now, now)
Guess it's byе to the good times
I'll be gonе by the sunrise
I'll be better on my own
I'll be better on my own, na, na
Nobody should call my phone
Nobody should call my phone, na, na
This is my last heartbreak song
This is my last heartbreak song, na, na
I'll be good all on my own
I'll be good all on my own, na, na
Why are you so quick to leave (to leave)
When we both could make it work? (Work)
When I'm gone, I make you nervous (make you nervous)
If you hurt me, I deserve it (deserve it)
I've been actin' foolishly
Forgettin' what you're worth (forgettin', forgettin')
You stopped lovin' me, I noticed (I know, I know)
But even chaos serves a purpose
It feels good to love somebody and somebody loves you back (back)
So don't give in to your changed mind (your changed)'Cause I'll be here for a lifetime (lifetime, lifetime)
You don't have to pretend about it 'cause it's crystal clear now, now
Guess it's bye to the good times (times)
And I'll be gone by the sunrise
I'll be better on my own
I'll be better on my own, na, na
Nobody should call my phone (call my phone)
Nobody should call my phone, na, na
This is my last heartbreak song
This is my last heartbreak song, na, na
I'll be good all on my own
I'll be good all on my own, na, na"
afrobeats,Ayra Starr,Rush,"(Vibez)
Ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri, pa
Sabi, girl, no dey too like talk
Animals dey in human form
Padi, man, nobody like work
But you must hustle if you wan' chop
E no finish dem wan fight us
If them dey run, dem no fit catch up
I no dey form say I too righteous
No come dey form say you too like us
Me no get the time for the hate and the bad energy, got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind, no wan hear what they wan' telly me kudi na my fantasy
Dem wan dey check if my tap e no rush
But e dey rush (e dey rush)
E dеy rush well, well, e bе much (e be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
No be hype, everybody dey crush
There's no dulling with us (there's no dulling with us)
Pa-pa-ri
Ta-ta-ri-pa, pa-pa-ri (yeah)
Ta-ta-ri-pa, pa-pa-ri-pa
Ta-ra-pa-pa-ri-pa
Jofunmi Japata, I dey go Ghana (yeah)
You never touch, you dey form papas (yeah)
Which kind money we never see before?
Kosi elomi gat me feelin' I'm the one
Aje, aje, aje
Can never take my cake away, aje
You can't count my grace
I just dey my lane, my lane
Me no get the time for the hate and the bad energy, got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind, no wan hear what they wan' telly me kudi na my fantasy
Dem wan dey check if my tap e no rush
But e dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (e dey rush)
E dey rush well, well e be much (e be much)
No be hype, everybody dey crush
There's no dulling with us (there's no dulling with us)'Cause e dey rush
E dey rush well, well, e be much
Na God dey make my tap, e dey rush
The kind money we touch
E dey rush
E dey rush well, well, e be much
No be hype, everybody dey crush
There's no dulling with us (there's no dulling)
Yeah, yeah
Yeah, yeah","(Vibez)
Ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri, pa
Sabi, girl, no dey too like talk
Animals dey in human form
Padi, man, nobody like work
But you must hustle if you wan' chop
E no finish dem wan fight us
If them dey run, dem no fit catch up
I no dey form say I too righteous
No come dey form say you too like us
Me no get the time for the hate and the bad energy, got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind, no wan hear what they wan' telly me kudi na my fantasy
Dem wan dey check if my tap e no rush
But e dey rush (e dey rush)
E dеy rush well, well, e bе much (e be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
No be hype, everybody dey crush
There's no dulling with us (there's no dulling with us)
Pa-pa-ri
Ta-ta-ri-pa, pa-pa-ri (yeah)
Ta-ta-ri-pa, pa-pa-ri-pa
Ta-ra-pa-pa-ri-pa
Jofunmi Japata, I dey go Ghana (yeah)
You never touch, you dey form papas (yeah)
Which kind money we never see before?
Kosi elomi gat me feelin' I'm the one
Aje, aje, aje
Can never take my cake away, aje
You can't count my grace
I just dey my lane, my lane
Me no get the time for the hate and the bad energy, got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind, no wan hear what they wan' telly me kudi na my fantasy
Dem wan dey check if my tap e no rush
But e dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (e dey rush)
E dey rush well, well e be much (e be much)
No be hype, everybody dey crush
There's no dulling with us (there's no dulling with us)'Cause e dey rush
E dey rush well, well, e be much
Na God dey make my tap, e dey rush
The kind money we touch
E dey rush
E dey rush well, well, e be much
No be hype, everybody dey crush
There's no dulling with us (there's no dulling)
Yeah, yeah
Yeah, yeah"
afrobeats,Kapo (COL),Ohnana,"Oh, na, na
Oh, na, na
Ay, mami
Ay, aquí estoy yo
Parqueado en el mismo lugar donde te conocí
Todo lo que suena en la radio, me recuerda a vos
Vos allá y yo acá
Y yo no sé si pueda, pero sigo
Sigo pensando en tu boca
Me encierro en cuatro paredes
Una historia tan hermosa
En estos tiempos, no se ve
Y yo tan loco, tan loco
Sigo pensando en tu baile
Mira la Luna y siente que estoy al oído susurrando
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Una historia tan hermosa
En estos tiempos no sе ve
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Mira la Luna y siente quе estoy al oído susurrando¡Ay! Con una rosa, la conquisté
Bailando dancehall, me la llevé
Y sin brisa, yo la mojé
Sin tocarla, la desnudé
Mucho hermosa, bien lo sabes
Y to'os los días le hago saber
Que me tiene loco con ese vaivén, eh
Y sigo
Sigo pensando en tu boca
Me encierro en cuatro paredes
Una historia tan hermosa
En estos tiempos no se ve
Y yo tan loco, tan loco
Siempre pensando en tu baile
Mira la Luna y siente que estoy al oído susurrando
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Una historia tan hermosa
En estos tiempos no se ve
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Una historia tan hermosa
En estos tiempos no se ve(Oh, na, na)(Oh, na, na)
Yo, Gangsta(Oh, na, na)
En estos tiempos no se ve(Oh, na, na)(Oh, na, na)
Una historia tan hermosa
En estos tiempo no se ve","Oh, na, na
Oh, na, na
Ay, mami
Ay, aquí estoy yo
Parqueado en el mismo lugar donde te conocí
Todo lo que suena en la radio, me recuerda a vos
Vos allá y yo acá
Y yo no sé si pueda, pero sigo
Sigo pensando en tu boca
Me encierro en cuatro paredes
Una historia tan hermosa
En estos tiempos, no se ve
Y yo tan loco, tan loco
Sigo pensando en tu baile
Mira la Luna y siente que estoy al oído susurrando
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Una historia tan hermosa
En estos tiempos no sе ve
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Mira la Luna y siente quе estoy al oído susurrando
¡Ay! Con una rosa, la conquisté
Bailando dancehall, me la llevé
Y sin brisa, yo la mojé
Sin tocarla, la desnudé
Mucho hermosa, bien lo sabes
Y to'os los días le hago saber
Que me tiene loco con ese vaivén, eh
Y sigo
Sigo pensando en tu boca
Me encierro en cuatro paredes
Una historia tan hermosa
En estos tiempos no se ve
Y yo tan loco, tan loco
Siempre pensando en tu baile
Mira la Luna y siente que estoy al oído susurrando
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Una historia tan hermosa
En estos tiempos no se ve
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Oh, na, na
Una historia tan hermosa
En estos tiempos no se ve(Oh, na, na)(Oh, na, na)
Yo, Gangsta(Oh, na, na)
En estos tiempos no se ve(Oh, na, na)(Oh, na, na)
Una historia tan hermosa
En estos tiempo no se ve"
afrobeats,Libianca,People,"I've been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me?
Now did you notice me?
Nobody will know the paranoia, uh'Cause I put a smile on my face
A facade you can never face
And if you don't know me well, well, oh
You won't see how buried I am inside my grave
Inside my grave'Cause you see people, people, people
Peoplе don't really know you
They don't really know you'Causе you see people, people, people
They don't really know you
They don't really know you
I've been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me? (Did you check on me?)
Now did you notice me?
Oh, Holy Father
Oh, Holy Father I dey try fo hold my head
I say make you no leave me diko
Oh, Holy Father
Oh, make you try fo understand
Yahoo girl no dey for here'Cause you see people, people, people
People don't really know you (they don't really know you)
They don't really know you'Cause you see people, people, people
They don't really know you
They don't really know you
I've been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me? (Did you check on me?)
Now did you notice me?
I’ve been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me?
Now did you notice me?(I've been drinking more alcohol for the past five days)(Did you check on me?)","I've been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me?
Now did you notice me?
Nobody will know the paranoia, uh'Cause I put a smile on my face
A facade you can never face
And if you don't know me well, well, oh
You won't see how buried I am inside my grave
Inside my grave'Cause you see people, people, people
Peoplе don't really know you
They don't really know you'Causе you see people, people, people
They don't really know you
They don't really know you
I've been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me? (Did you check on me?)
Now did you notice me?
Oh, Holy Father
Oh, Holy Father I dey try fo hold my head
I say make you no leave me diko
Oh, Holy Father
Oh, make you try fo understand
Yahoo girl no dey for here'Cause you see people, people, people
People don't really know you (they don't really know you)
They don't really know you'Cause you see people, people, people
They don't really know you
They don't really know you
I've been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me? (Did you check on me?)
Now did you notice me?
I’ve been drinking more alcohol for the past five days
Did you check on me?
Now did you look for me?
I walked in the room, my eyes are red
And I don't smoke banga
Did you check on me?
Now did you notice me?(I've been drinking more alcohol for the past five days)(Did you check on me?)"
afrobeats,Ayra Starr,Commas,"(Initiating rage process)
Oh
Oh no
Eh-yeah, eh-yeah
Na which kind life wey I never see?
I carry God, so I fear nothing
Steady increasing the commas
Comma, comma, comma
Original, no be parody
E no fit clear for your memory
Whether na winter or summer, ajeh
Barbados, havana, livin' life
See my fire burnin' bright
Wetin dey inside me?
Smallie wey dey mighty
Dem never know I kala tori mo fine
Check and balance everything inside my mind daily
Trust me, you can't fool me
Energy wrong, I log off (log off)
Mowa friendly and conscious (and conscious)
I'm allergic to isokuso
I'm not ready for confusion (no, no, no, no)
Dem telly me make I show love (show love)
Sability on gbona
Everything na connection
I'm not ready for confusion, oh
Things happen inside life
Draw tattoo, make I live my life
Dreams come true, if na fight
Fight the fight, make you no go tire
Fire dey go, fire dey go
You need to put your body and soul
Leave your worries alone
Barbados, havana, livin' life
See my fire burnin' bright
Wetin dey inside me?
Smallie wey dey mighty
Dem never know I kala tori mo fine
Check and balance everything inside my mind daily
Trust me, you can't fool me (oh)
Energy wrong, I log off
Mowa friendly and conscious
I'm allergic to isokuso
I'm not ready for confusion (no)
Dem telly me make I show love
Sability on gbona (on gbona)
Everything na connection
I'm not ready for confusion (confusion)
Na which kind life wey I never see?
I carry God, so I fear nothing
Steady increasing the commas
Comma, comma, comma
Eh-yeah
Eh-yeah, yeah-yeah (London)
Steady increasing the commas
Comma, comma, comma","(Initiating rage process)
Oh
Oh no
Eh-yeah, eh-yeah
Na which kind life wey I never see?
I carry God, so I fear nothing
Steady increasing the commas
Comma, comma, comma
Original, no be parody
E no fit clear for your memory
Whether na winter or summer, ajeh
Barbados, havana, livin' life
See my fire burnin' bright
Wetin dey inside me?
Smallie wey dey mighty
Dem never know I kala tori mo fine
Check and balance everything inside my mind daily
Trust me, you can't fool me
Energy wrong, I log off (log off)
Mowa friendly and conscious (and conscious)
I'm allergic to isokuso
I'm not ready for confusion (no, no, no, no)
Dem telly me make I show love (show love)
Sability on gbona
Everything na connection
I'm not ready for confusion, oh
Things happen inside life
Draw tattoo, make I live my life
Dreams come true, if na fight
Fight the fight, make you no go tire
Fire dey go, fire dey go
You need to put your body and soul
Leave your worries alone
Barbados, havana, livin' life
See my fire burnin' bright
Wetin dey inside me?
Smallie wey dey mighty
Dem never know I kala tori mo fine
Check and balance everything inside my mind daily
Trust me, you can't fool me (oh)
Energy wrong, I log off
Mowa friendly and conscious
I'm allergic to isokuso
I'm not ready for confusion (no)
Dem telly me make I show love
Sability on gbona (on gbona)
Everything na connection
I'm not ready for confusion (confusion)
Na which kind life wey I never see?
I carry God, so I fear nothing
Steady increasing the commas
Comma, comma, comma
Eh-yeah
Eh-yeah, yeah-yeah (London)
Steady increasing the commas
Comma, comma, comma"
afrobeats,Omah Lay,Holy Ghost,"Get up, get up and dance
Oh, oh(Lekaa beat)
Holy ghost fire
Supernatural
Boost my confidence
My cocaina
My heart desire
Give me nothing else
I no dey tire'Cause you give me ginger
For the die minute
You're my true lover
My mami water
Give me happiness
Oya, I go get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and—Holy ghost fire
Supernatural
Boost my confidence
My cocaine
My heart desire
Give me nothing else
I no dey tire'Cause you give me ginger
For the die minute
You're my true lover
My mami water
Give me happiness
Symptoms don dey show for my knicker
I'li stop drinking, baby
Tequila don dey hit me for liver
It's either indica or it's a sativa
Anytime that I smoke, these girls be looking like wife materials
Is it this or that?
If I seek, I'll find
How I feel inside
I'll let you know
I am super high
I can't feel my eyes
They say love is blind
But I can see you
Oya, get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and—Holy ghost fire
Supernatural
Boost my confidence
My cocaine
My heart desire
Give me nothing else
I no dey tire'Cause you give me ginger
For the die minute
You're my true lover
My mami water
Give me happiness","Get up, get up and dance
Oh, oh(Lekaa beat)
Holy ghost fire
Supernatural
Boost my confidence
My cocaina
My heart desire
Give me nothing else
I no dey tire'Cause you give me ginger
For the die minute
You're my true lover
My mami water
Give me happiness
Oya, I go get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and—Holy ghost fire
Supernatural
Boost my confidence
My cocaine
My heart desire
Give me nothing else
I no dey tire'Cause you give me ginger
For the die minute
You're my true lover
My mami water
Give me happiness
Symptoms don dey show for my knicker
I'li stop drinking, baby
Tequila don dey hit me for liver
It's either indica or it's a sativa
Anytime that I smoke, these girls be looking like wife materials
Is it this or that?
If I seek, I'll find
How I feel inside
I'll let you know
I am super high
I can't feel my eyes
They say love is blind
But I can see you
Oya, get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and dance
Get up and dance
Get up and dance, dance
Get up and dance
Get up and—Holy ghost fire
Supernatural
Boost my confidence
My cocaine
My heart desire
Give me nothing else
I no dey tire'Cause you give me ginger
For the die minute
You're my true lover
My mami water
Give me happiness"
afrobeats,Omah Lay,Soso,"Soso take my pain away
Soso take my pain
Soso take my pain away
Soso take my pain (pain, pain, pain)
Soso take my pain away (take my pain)
Soso take my pain away (please, come take my pain away)
Soso take my pain away
Soso take my pain(Mad, mad)
Ahn, ahn
All of the things them talk, I no dey hear, hear
Try wetin I do if you no dey fear, fear
One mind dey tell me to disappear, 'pear
Soso come and help me oh 'cause I don pray
Maami, I don break commandment
I can't stay for one place
For God sake, oh my dear
Come take my pain away from me oh
Soso take my pain away (take-take, take, take-take)
Soso take my pain (please, come take my pains away)
Soso take my pain away (so-so-so)
Soso take my pain
Shibiri, shibiri, shibiri uh
They are talkin' s-, shibiri
Water no get enemy
Till you fall for Oshimiri
I poto poto my eyes
Ten shots
High rise
Touch God
I cry
Offshore
Cut my dreadlocks
Girlie, me, I don cry
Maami, I don break commandment
I can't stay for one place
For God sake, oh my dear
Come and ginger me
Only you dey feel my pains
Give me vitamins wey go take these pains away
Soso ohh, soso, soso ohh
Soso take my pain away (take-take, take, take-take)
Soso take my pain (please, come take my pains away)
Soso take my pain away (so, so, so-so)
Soso take my pain away (take my pain)
Soso take my pain away (take my pain away)
Soso take my pain
Soso take my pain away
Soso take my pain","Soso take my pain away
Soso take my pain
Soso take my pain away
Soso take my pain (pain, pain, pain)
Soso take my pain away (take my pain)
Soso take my pain away (please, come take my pain away)
Soso take my pain away
Soso take my pain(Mad, mad)
Ahn, ahn
All of the things them talk, I no dey hear, hear
Try wetin I do if you no dey fear, fear
One mind dey tell me to disappear, 'pear
Soso come and help me oh 'cause I don pray
Maami, I don break commandment
I can't stay for one place
For God sake, oh my dear
Come take my pain away from me oh
Soso take my pain away (take-take, take, take-take)
Soso take my pain (please, come take my pains away)
Soso take my pain away (so-so-so)
Soso take my pain
Shibiri, shibiri, shibiri uh
They are talkin' s-, shibiri
Water no get enemy
Till you fall for Oshimiri
I poto poto my eyes
Ten shots
High rise
Touch God
I cry
Offshore
Cut my dreadlocks
Girlie, me, I don cry
Maami, I don break commandment
I can't stay for one place
For God sake, oh my dear
Come and ginger me
Only you dey feel my pains
Give me vitamins wey go take these pains away
Soso ohh, soso, soso ohh
Soso take my pain away (take-take, take, take-take)
Soso take my pain (please, come take my pains away)
Soso take my pain away (so, so, so-so)
Soso take my pain away (take my pain)
Soso take my pain away (take my pain away)
Soso take my pain
Soso take my pain away
Soso take my pain"
